CustomerID,prob_churn
2789-HQBOU,0.8644176236905186
7398-SKNQZ,0.8644176236905186
7363-QTBIW,0.8644176236905186
5216-WASFJ,0.8644176236905186
0480-BIXDE,0.8644176236905186
8849-AYPTR,0.8644176236905186
6116-RFVHN,0.8644176236905186
0129-KPTWJ,0.8644176236905186
9360-OMDZZ,0.8644176236905186
7402-EYFXX,0.8644176236905186
6350-XFYGW,0.8644176236905186
2876-GZYZC,0.8644176236905186
6507-ZJSUR,0.8644176236905186
3956-MGXOG,0.8644176236905186
8189-XRIKE,0.8644176236905186
4553-DVPZG,0.8644176236905186
7858-GTZSP,0.8644176236905186
0187-QSXOE,0.8644176236905186
3452-GWUIN,0.8644176236905186
9290-SHCMB,0.8644176236905186
2688-BHGOG,0.8644176236905186
6198-RTPMF,0.8644176236905186
8161-QYMTT,0.8644176236905186
0420-HLGXF,0.8644176236905186
6986-IXNDM,0.8644176236905186
1200-TUZHR,0.8644176236905186
7225-CBZPL,0.8644176236905186
0921-OHLVP,0.8644176236905186
1751-NCDLI,0.8644176236905186
0899-LIIBW,0.8644176236905186
9355-NPPFS,0.8644176236905186
6851-WEFYX,0.8644176236905186
2809-ZMYOQ,0.8644176236905186
4115-NZRKS,0.8644176236905186
2985-FMWYF,0.8644176236905186
3951-NJCVI,0.8644176236905186
1910-FMXJM,0.8644176236905186
5222-IMUKT,0.8644176236905186
3317-VLGQT,0.8644176236905186
4612-SSVHJ,0.8644176236905186
2504-DSHIH,0.8644176236905186
1226-IENZN,0.8644176236905186
1766-GKNMI,0.8644176236905186
5117-IFGPS,0.8644176236905186
2371-JQHZZ,0.8644176236905186
3096-GKWEB,0.8644176236905186
4998-IKFSE,0.8644176236905186
3338-CVVEH,0.8644176236905186
4060-LDNLU,0.8644176236905186
7668-XCFYV,0.8644176236905186
7577-SWIFR,0.8644176236905186
4128-ETESU,0.8644176236905186
5382-SOYZL,0.8644176236905186
3320-VEOYC,0.8644176236905186
7460-ITWWP,0.8644176236905186
5288-AHOUP,0.8644176236905186
9208-OLGAQ,0.8644176236905186
4847-TAJYI,0.8644176236905186
5144-TVGLP,0.8644176236905186
9919-KNPOO,0.8644176236905186
0434-CSFON,0.8644176236905186
2038-OEQZH,0.8644176236905186
2545-EBUPK,0.8644176236905186
3318-NMQXL,0.8644176236905186
5628-FCGYG,0.8644176236905186
5150-ITWWB,0.8644176236905186
1302-UHBDD,0.8644176236905186
0396-YCHWO,0.8644176236905186
3714-NTNFO,0.8644176236905186
0315-LVCRK,0.8644176236905186
1666-JXLKU,0.8644176236905186
8087-LGYHQ,0.8644176236905186
7901-TBKJX,0.8644176236905186
9402-ORRAH,0.8644176236905186
0928-XUTSN,0.8644176236905186
6212-ATMLK,0.8644176236905186
1730-ZMAME,0.8644176236905186
0093-EXYQL,0.8644176236905186
5935-FCCNB,0.8644176236905186
4927-WWOOZ,0.8408799999020561
4912-PIGUY,0.8408799999020561
1391-UBDAR,0.8408799999020561
0021-IKXGC,0.8408799999020561
9334-GWGOW,0.8408799999020561
9432-VOFYX,0.8408799999020561
2101-RANCD,0.8408799999020561
2799-ARNLO,0.8408799999020561
6918-UMQCG,0.8408799999020561
8990-ZXLSU,0.8408799999020561
5119-NZPTV,0.8408799999020561
5542-TBBWB,0.8408799999020561
3002-WQZWT,0.8408799999020561
5442-BHQNG,0.8408799999020561
8486-AYEQH,0.8408799999020561
7206-PQBBZ,0.8408799999020561
7245-NIIWQ,0.8408799999020561
9603-OAIHC,0.8408799999020561
2123-AGEEN,0.8408799999020561
5928-QLDHB,0.8408799999020561
5153-RTHKF,0.8408799999020561
6103-BOCOU,0.8408799999020561
1475-VWVDO,0.8408799999020561
7978-DKUQH,0.8408799999020561
1197-BVMVG,0.8408799999020561
8325-QRPZR,0.8408799999020561
1452-VOQCH,0.8408799999020561
2262-SLNVK,0.8408799999020561
3496-LFSZU,0.8408799999020561
9605-WGJVW,0.8408799999020561
6705-LXORM,0.8408799999020561
0644-OQMDK,0.8408799999020561
4234-XTNEA,0.8408799999020561
5348-CAGXB,0.8408799999020561
2501-XWWTZ,0.8408799999020561
5233-AOZUF,0.8408799999020561
9506-UXUSK,0.8408799999020561
7823-JSOAG,0.8408799999020561
8270-RKSAP,0.8408799999020561
4301-VVZKA,0.8408799999020561
2077-MPJQO,0.8408799999020561
9112-WSNPU,0.8408799999020561
8695-ARGXZ,0.8408799999020561
9633-XQABV,0.8408799999020561
0168-XZKBB,0.8408799999020561
6719-OXYBR,0.8408799999020561
9450-TRJUU,0.8408799999020561
3370-HXOPH,0.8408799999020561
3878-AVSOQ,0.8408799999020561
8541-QVFKM,0.8408799999020561
6357-JJPQT,0.8408799999020561
7044-YAACC,0.8408799999020561
8107-KNCIM,0.8408799999020561
6896-SRVYQ,0.8408799999020561
3030-YDNRM,0.8408799999020561
7801-KICAO,0.8408799999020561
9799-CAYJJ,0.8408799999020561
3199-XGZCY,0.8408799999020561
1769-GRUIK,0.8408799999020561
0531-ZZJWQ,0.8408799999020561
5019-GQVCR,0.8408799999020561
2880-FPNAE,0.8408799999020561
9957-YODKZ,0.8408799999020561
6630-UJZMY,0.8408799999020561
0491-KAPQG,0.8408799999020561
3223-DWFIO,0.8408799999020561
4090-KPJIP,0.8408799999020561
7321-VGNKU,0.8408799999020561
1508-DFXCU,0.8408799999020561
3453-RTHJQ,0.8408799999020561
1219-NNDDO,0.8408799999020561
3489-HHPFY,0.8408799999020561
2897-DOVND,0.8408799999020561
9365-SRSZE,0.8408799999020561
4854-CIDCF,0.8408799999020561
7504-UWHNB,0.8408799999020561
7394-LWLYN,0.8408799999020561
9494-MRNYX,0.8408799999020561
8630-FJLIB,0.8408799999020561
5857-TYBCJ,0.8408799999020561
7354-OIJLX,0.8408799999020561
5879-SESNB,0.8408799999020561
3955-JBZZM,0.8408799999020561
1016-DJTSV,0.8408799999020561
